text,Event
More from #Ferguson this morning http://t.co/82Ylq2SqzK,ferguson
"#REMINDER: MikeBrown's tragic death isn't a #Ferguson problem or a #Missouri problem, it's an American problem.

#p2 http://t.co/obpPtJQDGL",ferguson
#Ferguson chief says officer Darren Wilson devastated. Mike Brown unavailable for comment about his feelings because dead.,ferguson
These 3 words say it all. #ferguson #MikeBrown http://t.co/Wuzy0YVEUg,ferguson
RT @freegcf: RT @organizemo: @OpFerguson PLS RT! Jail support info for ppl arrested at #mikebrown rallies. #ferguson http://t.co/GRJvO1dAlp,ferguson
"St. Louis County police tell me woman shot in the head and that a Lt. on scene said she's ""alert and gonna live."" #Ferguson",ferguson
State Senator asks the #Ferguson police chief if she's going to be gassed again. http://t.co/jIKa6ZqlX0,ferguson
“When will young people of color's lives matter when they are alive?” -  @MichaelSkolnik #Ferguson http://t.co/NM5UsKgPVm,ferguson
"Black bodies are no longer swinging from trees, they are laying on the streets.  #Ferguson #detriot #oakland #nyc #usa",ferguson
These pictures coming out of #Ferguson with what looks like military equipment on American streets should sober everyone up...,ferguson
Bad craziness. RT @FOX2now #STL SWAT has weapons drawn in #Ferguson protest in broad daylight w/ media attending http://t.co/cgCpydG4E2,ferguson
"""They say we destroying our own neighborhood. We don't own nothing out here."" #Ferguson http://t.co/cVqf6kYkUL",ferguson
Hannity throws a softball to #Ferguson Police Chief #UniteBlue #LibCrib #Bundy #morningjoe http://t.co/2AjrbA7TdI http://t.co/N7RCK8xAsq,ferguson
Ron Johnson says he would have liked to been consulted by #ferguson chief Jackson about today's release of info. http://t.co/5GSXss901U,ferguson
Michael Brown was supposed to start classes at Vatterott College on Monday. Instead gunned down in street by #Ferguson police.,ferguson
"A cleanup for #Ferguson has been organized. TOMORROW. Meet at 10 am Wednesday August 13, 333 N Florissant Rd, Ferguson, MO 63135 #MikeBrown",ferguson
"""Mom, I'm going to college."" #AmadouDiallo #lastwords #ferguson #michealbrown #policeagression http://t.co/B0WbHO1BCU",ferguson
Police militarization on display in #Ferguson http://t.co/m9jyPq3ALq,ferguson
"RT @PDPJ: #Ferguson picture from earlier in the day, high powered rifles trained on protesters http://t.co/qUkG9ztaQt",ferguson
There's still no justification stated for #MikeBrown to be shot to death. #Ferguson,ferguson
"After the whistleblower revealed what was happening, he was summarily harassed, got drug tests, car taken &amp; transferred. #Ferguson #StLouis",ferguson
"Young black victims are killed twice in America―once by gun, second by media. Let the victim be the victim this time. #Ferguson",ferguson
Protests continue at the QT #ferguson https://t.co/qF2N92L9Zn,ferguson
This is probably the greatest thing I've seen so far #Ferguson #MikeBrown http://t.co/pvhEvqMQ9i,ferguson
The protestors in #Ferguson are not armed. Why is SWAT out there like they're raiding a weapons depot?,ferguson
"The police do not consist of a few bad apples, the institution itself is rotten to the core. #Ferguson",ferguson
Main roads blocked off. Found a back way. I'm back at the QT in #Ferguson http://t.co/VWFUdZQcrr,ferguson
RT @AntonioFrench: State Senator asks the #Ferguson police chief if she's going to be gassed again. https://t.co/nOjU8ikmr2,ferguson
There's a town that's a no-fly-zone with a media blackout right in the middle of our country. Let that sink in. #Ferguson,ferguson
Thoughts are with #Ferguson. We need 2 collectively take a stand against senseless violence that confronts our youth. http://t.co/skxSjMHzF8,ferguson
Black people die 2 deaths: 1) by public execution &amp; 2) an assassination of their character to justify the murder. #Ferguson #MikeBrown,ferguson
"This guy shot 11 people, including a Congresswoman and a judge. He was apprehended alive. #Ferguson #MikeBrown http://t.co/748RLbZ0Fr",ferguson
Obama has militarized every government agency there is. THIS is big government. #morningjoe #Ferguson http://t.co/SGOPtKpAqk,ferguson
"#Ferguson vs #BundyRanch 

See the difference? http://t.co/zKEMY38Uds",ferguson
They've brought the dogs out in #Ferguson https://t.co/gXQeLtaXjt,ferguson
Police in #Ferguson haven't been wearing identification: http://t.co/ZAIikEqk09  http://t.co/LDgoSLUHL3 via @Slate / Fire the #Ferguson PD.,ferguson
It's helicopters flying in #Ferguson. How a drive by happen and y'all ain't spot it??! With West Florissant COMPLETELY BLOCKED OFF.,ferguson
Ferguson Police have dogs and shotguns. The unarmed crowd is raising their hands. #ferguson #fergusonshooting  https://t.co/t2MLq3SsrV,ferguson
"Somehow, whenever there’s a police brutality case, the victim is reaching for someone’s gun. It’s weird, right? #Ferguson",ferguson
"Don't feel hopeless if you are far from #Ferguson. Organize your block or your hood. Unite tenants, support ex-offenders, #FilmThePolice.",ferguson
"Militarized police are literally marching through #Ferguson, Missouri and ordering people into their homes.",ferguson
Is that a bag of chips?! #REAL RT @GinoTheGhost: May be the dopest photo of the year #Ferguson http://t.co/ZxF3zhbjHb,ferguson
Whoa #ferguson http://t.co/JSNZrnFMp5,ferguson
There is a dangerous socioecon war occurring in the US. We MUST use our collective voice &amp; VOTE. #UniteBlue #Ferguson http://t.co/6P3Le9sHBL,ferguson
"While the initial looting in #Ferguson was deplorable, it's clear the town is now the victim of a huge militarized police state exercise.",ferguson
: Teenager #MikeBrown won't start college on Monday because he was shot ten times by a #Ferguson police officer. http://t.co/dCFmzlkFRD”,ferguson
"Not sure what the #Anonymous message to #Ferguson is going to be exactly but you can count on one.
Support @OpFerguson",ferguson
I’m in #Ferguson and the witnesses are telling a chillin story. This young man was truly executed.,ferguson
"""Your right to assembly is not being denied."" #Ferguson http://t.co/rcL1qQGSPw",ferguson
WELP! RT @TUSK81: #Ferguson chief says officer Darren Wilson devastated. Mike Brown unavailable for comment about his feelings because dead.,ferguson
RT @Smith83K This Cartoon Says It All: via @BennettCartoons via Chattanooga Times Free Press #Ferguson #UniteBlue #KY http://t.co/TwEej9WWme,ferguson
"what the FUCK are you looking at through a MOUNTED GUN SCOPE. they're PROTESTORS, not insurgents. #Ferguson http://t.co/NGBe1T2AHj",ferguson
This Cartoon Says It All: via @BennettCartoons via Chattanooga Times Free Press #Ferguson #UniteBlue #libcrib #KY http://t.co/A5XHpJPq75,ferguson
I can't stomach another #justicefor campaign. Real justice isn't a conviction. It's black ppl not being used for target practice. #Ferguson,ferguson
"The difference between ""unrest"" and ""patriotism"" is directly proportional to how black the protesters are. #Ferguson #Murrieta #BundyRanch",ferguson
Congress considering legislation to demilitarize local police in wake of #Ferguson brutality http://t.co/A3dpQHdcJk http://t.co/SsxfBQm7gK,ferguson
Laying on of hands for Capt. Ron Johnson before #Ferguson begins another night of protests. http://t.co/AMViKykZ5l,ferguson
"Downtown Kandahar, Afghanistan, I think. Or #Ferguson, Mo. Someone help with location. http://t.co/wLpoEPDnqJ",ferguson
"An unarmed 17 year old kid shot 10 times &amp; once in the HEAD?!?!
Not sure how you can ""spin that"".
#Ferguson",ferguson
"White male goes on shooting spree: ""troubled nice guy needed help""
Black male, unarmed, gunned down:
""felon, thug, asking for it""
#Ferguson",ferguson
"The whistleblower, a white man who went by the name of ""Lonewolf,"" said Black people should be allowed to shop w/o harassment. #Ferguson",ferguson
Let me be very clear: The #Ferguson police and America are playing with fire if there is an attempt to justify the murder of #MikeBrown,ferguson
"When you see citizens as enemies... RT @AntonioFrench: Police have brought out the large gear in #Ferguson. http://t.co/xTwwfXC8zy""",ferguson
Hard to ask people to obey the law when The Law kills people w/ impunity. Riots &amp; civil unrest are offsprings of corrupt system. #Ferguson,ferguson
Something being talked about tonight is the makeup of the #Ferguson Police Dept. Here's a breakdown: #MichaelBrown http://t.co/gYd5qgJh5M,ferguson
"Yes @stltoday describe people protesting police officer killing Michael Brown as ""mob"". Then, edit, ""crowd"" #ferguson http://t.co/xG3Hm8JLWy",ferguson
#message RT @brennamuncy: Someone please remind me what year it is again? #ferguson http://t.co/vI4tDnvT1W,ferguson
"Occupation is a CRIME, #Ferguson to #Palestine! AntiWar Committee Chicago #StandWithFerguson #MikeBrown @AntiWarMN http://t.co/ll01iPsiPU",ferguson
#Ferguson. Beware of violent street gangs in #ferguson. Here's what they look like. http://t.co/aAmfSnkQ3Z,ferguson
These are the comments by @bobatl. Loud and wrong.  #MikeBrown #Ferguson http://t.co/qibvrD9JaV,ferguson
"#Ferguson cops keep complimenting crowd, says we're working together on this, crowd not buying it chant ""hell no we won't go""",ferguson
"Hey Obama &amp; FBI Here's A BIG LEAD 4 U! Look what's being handed out 2 #Ferguson Rioters, talk 2 the Sponsors!

#tcot http://t.co/wJlOkoUPFc",ferguson
"AG Eric Holder called Ron Johnson this afternoon, called approach a “model of community-based policing.” #ferguson",ferguson
happening now in #ferguson https://t.co/MYPxUyo7Xx,ferguson
"One pattern of the last few days: After police move the media out of the area, they become more heavy-handed and violent. #Ferguson",ferguson
Second lawsuit filed yesterday by @aclu_mo to protect #right2photograph &amp; video police public activity in #Ferguson http://t.co/yMVAOOh5xD,ferguson
"Dear @donlemon:

No.

Signed, 
Everyone

#Ferguson #MikeBrown",ferguson
How many lawsuits totalling how much $$$ are going to come out of the recent events in #Ferguson?,ferguson
Right now in downtown Clayton in front of the Buzz Westfall Justice Center. #ferguson https://t.co/KguCSJuCZ6,ferguson
"Cops or Soldiers? Pentagon, DHS Helped Arm Police in #Ferguson with Equipment Used in War http://t.co/HDGm3wFUL7 http://t.co/qRH4Y1nWPy",ferguson
"This image is unreal. Cops in #Ferguson dressed &amp; armed for war, confronting a lone protestor http://t.co/QpEZQ7mPXq http://t.co/UUP2oXY6qf",ferguson
"Next up on Fox News: Here's some footage of angry black people in #Ferguson with no discussion about why they're angry. Enjoy!
#MikeBrown",ferguson
When #Ferguson is just a town again - not a Twitter trend or a news story - a mother will still be without her son. http://t.co/mieUXka06T,ferguson
Easily 50+ officers asking protesters to leave in #Ferguson over #MikeBrown rally #kmov http://t.co/RBkfloalhF,ferguson
"Where Was #Sharpton, Liberals, Obama?! Almost Exactly One Year Ago in #Ferguson Missouri http://t.co/lTluzAHrMf #tcot http://t.co/lOdFjDO5Ux",ferguson
"Trayvon Martin, Jordan Davis, Jonathan Ferrell... and now #MikeBrown. Who is next?http://t.co/zgxUC7N7TJ #Ferguson http://t.co/QHDkP8BFIJ",ferguson
Every Black person should drill this in their heads:we are in Jim Crow 2.0..and the new lynch mobs and KKK members ARE THE POLICE #Ferguson,ferguson
The protest is turning into a memorial and moving from the #Ferguson Police HQ to the street where #MikeBrown was killed.,ferguson
Much to say about #Ferguson… but can’t be bothered w/a fallen 2 star General… The Pres. is an abomination! #Greene http://t.co/pLNlq69eyS,ferguson
"""#FERGUSON Dispatch #3: #MikeBrown Was Murdered and We Want Justice"" http://t.co/E8HEAgXOio #TWIBnation http://t.co/r2QfO4Ldis",ferguson
Join us in O'Fallon Park at 6PM for a free concert event in celebration of #MikeBrown's life. #Ferguson's own @brianowenstv performing.,ferguson
BREAKING: AG Eric Holder has instructed attorneys in the department's civil rights division to monitor developments in #Ferguson. -@AP,ferguson
O holds a press conf over a #Ferguson thug being killed while the honorable Gen.Harold Greene goes unmentioned. #tcot http://t.co/7j4HILwAst,ferguson
And how are some of y'all so quick to believe the same police dept. that threw tear gas at folks in their gatdamb front yards. #Ferguson,ferguson
How did the U.S. police get the weapons + tactics we're seeing in #Ferguson? See our report https://t.co/fGfa17WplH #JusticeForMikeBrown,ferguson
#Ferguson #BundyRanch #Hypocrisy / H/T to @Khary for the images. http://t.co/rt7u6zOA1p,ferguson
"Well, it took Twitter about 5 minutes to completely demolish the #Ferguson police's smear conference.",ferguson
I have no gun. But my phone is fully charged. #DONTSHOOT #Ferguson #HANDSUP #MikeBrown http://t.co/KOxo7QhoU0,ferguson
White twitter doing what they do best... #Ferguson #FergusonShooting http://t.co/Ks2YLkYmEJ,ferguson
Thousands of New Yorkers shut down Times Square in support of #JusticeForMikeBrown #Ferguson http://t.co/4YiZ7WPjuR,ferguson
This is sheer insanity. Just look at @sebwalker's photo from #Ferguson. http://t.co/6f8dNxWBeO,ferguson
Overkill in #Ferguson. Officer won't answer my question about why this is needed. http://t.co/iSPsP1Rxa1,ferguson
That crowd behind the cops? MORE cops. #ferguson http://t.co/DBmGbd1TUl,ferguson
Chambers and W. Florissant right now. #Ferguson http://t.co/fLag6Sw0MU,ferguson
"Media, we will not allow you to spin this story to make it seem as if #MikeBrown deserved to die. Nope. We won't let it happen. #Ferguson",ferguson
"Protest continues in front of #ferguson police dept ""the people united, will never be defeated"" #FergusonShooting http://t.co/4wXq3z6tDX",ferguson
"Unfollow me NOW if you're like ""Why was he running?"" or tweeting ANY justification 4 the murder of #MikeBrown by #Ferguson cops.",ferguson
"Police told protesters to get out of street, they instead got on knees and said, ""Hands up! Don't shoot!"" #Ferguson http://t.co/XFpEsXBwM3",ferguson
Teenager #MikeBrown won't start college on Monday because he was shot ten times by a #Ferguson police officer. http://t.co/A4RJS4unlx,ferguson
The police* are the occupying army in the black colony. - Huey Newton #Ferguson police #MichaelBrown http://t.co/dWzjeIccxw,ferguson
"This is what they call ""justice"" in #Ferguson http://t.co/mKnPV1LU4J",ferguson
